"No DESIGNATION","COMMENTAIRE DE SIG","CODE RELEVE","COMMENTAIRE","BLOC NOTE","COMMLITIGEPIDI"
"299710745","","DMS","Raccordement ok dans le respect des normes de conformite dechargre pour mutation A651209 photos manquante disponible dans piece jointe","","\\$GM$ CP Envoye sms pour reprendre nouveau RDV des TVC fini $APAB$  /GEM/#LITIGE: RA-Refus passage en apparent dans les parties communes#/Le client et doit demande l'autorisation de propriet   pour les percement et le passage de c cble en apparent  Et demande un autre randy vous /DAE NA/Non   ligible au DAE\$GM$ Obtenu clt le 13/04 au 0285296925 repris rdv le 27/04 a partir de 10h $APIL$\"
"296406086","","DMS","/DMS/#PTO_non existante#/1 pavillon aerien 120 1fo/DAE OK/","","\\$GM$ CP Laisse mevo pour reprendre nouveau RDV des TVC fini $APAB$ /GEM/#LITIGE: PP-Percement en domaine privatif#/ ? ?chec travaux client /DAE NA/Non eligible au DAE\$GM$ Suite rappel client ce jour le 05/05 a 10h04 prise de rdv le 06/05  a partir de 10h \Rdv repris avec le client pour le jeudi 11/05 a 08h00\"
"296271808","","DMS","/DMS/#PTO_non existante#/Pose c cble 150m fo aerien 4 port es Pto dans la salle Delc OK $claude.le-chevestrier@orange.fr$/DAE OK/","","\"
"298500203","","TVC","Apres plusieurs relances pas de retour client doit recontacter son OPT $APMB$ $GM$ Laisse mevo au 0 0622808331le 05/4 a pour reprendre nouveau RDV des TVC fini / $APSP$GEM//Gaine trop longue Client vas creuser au mieux pour pouvoir pass","","\\$GM$ Laisse mevo au 0 0622808331le 05/4  a pour reprendre nouveau RDV des TVC fini / $APSP$GEM/#LITIGE: CP-Travaux sur conduite privative#/Gaine trop longue  Client vas creuser au mieux pour pouvoir passer l'aiguille et rappelleras CA /DAE NA/Non eligible au DAE\\"
"299144610","","","","",""
"298745997","","DMS","/DMS/#PTO_existante#-/Pb2368 tube bleu fibre bleu la d charge j811734 porte droite tat2 C8 Tout est fonctions chez la cliente signal -19 plp ok /DAE OK/","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\"
"296946719","","TVC","Apres plusieurs relances pas de retour client doit recontacter son OPT $APMB$ $GM$ CP laisse mevo au 0632507417 le 04/04 a 18h30 pour reprendre nouveau RDV des TVC fini / $APAF$ Gaine chez les clients introuvable client il va faire les travaux puis prendre rendez-vous","","\\$GM$ CP  laisse  mevo  au 0632507417 le  04/04 a 18h30 pour reprendre nouveau RDV des TVC fini / $APAF$  Gaine chez les clients introuvable client il va faire les travaux puis prendre rendez-vous\$GM$$GM$ CP  laisse  mevo  au 0632507417 le  04/04 a 18h30 pour reprendre nouveau RDV des TVC fini / $APAF$  Gaine chez les clients introuvable client il va faire les travaux puis prendre rendez-vous\\"
"297781215","","DMS","/DMS/#PTO_existante#-#Malfacon PLP detectee#-#Cheminement#-/Apcp ok plp pb002579 tube rouge fibre verte pm002221 porte droite tete2 a03/DAE OK/","","\"
"296853237","","DMS","/DMS/#PTO_non existante#/Installation complete ok construction de prise pto passage du c cble en aerien tout fonctionne bien /DAE OK/","","\\$GM$ client obtenu le 02/05/2023  RDV confirme le 04/05/2023 a partir de 12h ke \"
"223467946","","TVC","$GM$ CP Laisse mevo le 12/04 pour reprendre nouveau RDV des TVC fini $APSM$ La cliente veut demander l autorisation de perce","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\\$GM$ CP  Laisse mevo le 12/04  pour reprendre nouveau RDV des TVC fini  $APSM$  La cliente veut demander l'autorisation de perce \\"
"296401001","","TVC","clte souhaite annule son rdv car elle a pas encore realise ses travaux et ca va prendre beaucoup de temps   elle souhaite reprendre un nouveau rdv avec Orange","","\\$GM$  Obtenu cliente le 14/04 au   0673715261. Le client a bien compris les travaux a realiser et nous recontactera pour reprendre rdv des travaux finis.$APSP$ /GEM/#LITIGE: CP-Travaux sur conduite privative#/La cliente fera le necessaire et recontactera Orange a l'issue des travaux /DAE NA/Non   ligible au DAE\\"
"299886293","","DMS","/DMS/#PTO_non existante#/Pose jrt pm +installation 130m 1 fo + pto /DAE OK/","","\\/GEM/#LITIGE: EP-Elagage en domaine privatif#/elagage necessaire au pied du poteau le client doit avoir une autorisation de sont voison car Le poteau est dans sont domaine priver /DAE NA/Non   ligible au DAE\$GM$ TVC// Obtenu client au 0620657277  le 27/04  a 11:08  RDV repris pour le 10/05 a partir de 14:00 $APHB$\"
"297899421","","DMS","/DMS/#PTO_non existante#/DAE OK/. Prod en aerien 95m ok. Pto bureau vu avec client. Tout est fonctionnel","","\\$GM$ TH  Un rdv a ete repris par le technicien pour le 03/05 a partir de 10H$APAB$  /GEM/#LITIGE: MC-Besoin nacelle#/Le passage du c cble necessite une nacelle. Rendez vous repris le 03/05/2023 a 10h00/DAE NA/Non   ligible au DAE\$GM$ Le tech a repris rdv avec le client pour le 05/05 a partir de 08H $APAF$  Suite une appel telephonique avec le client Rdv sera rpr le vendredi 5/5 a partir de 8h00  intervention bosoin de nacelle \$GM$client injoignable msg laisse pour reprise de rdv  AM \"
"298470266","","TVC","$GM$ CPL arrivee de l ADSL inaccessible chez le client  j ai demande une autorisation de proprietaire pour percer  le client a appele son agence   j ai explique a l assistante la situation  j ai dit pour arriver directement dans l immeuble c est faisable mais pour traverser pour","","\\ $GM$ LO a reprendre Obtenu clt le 13/04  a   rdv repris pour le 14/04  a partir de 10h $APle$ \L'arrivee de l'ADSL inaccessible chez le client  j'ai demande une autorisation de proprietaire pour percer  le client a appele son agence   j'ai explique a l'assistante la situation  j'ai dit pour arriver directement dans l'immeuble c'est faisable mais pour traverser pour arriver dans le salon  le cable sera pas droit \$GM$ Obtenu clt le 03/05 au 0640286941 repris rdv le 09/05 a partir de 10h $APIL$\$GM$ RV Obtenu client le 05/05 a 13h38 sur le 0640286941. Rdv repris pour le 08/05 a partir de 10h. $APSP$\\"
"298251914","","TVC","Relance/ Obtenu client le 10/05 n a pas encore fait les travaux  recontactera son operateur   cloture de dossier $APAA$","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\\$GM$ CP Envoye sms pour reprendre nouveau RDV des TVC fini $APAB$  Client attend l'intervention d'orange pour reparer le poteau exterieur  Reprendre RDV quand sa seras fait \\"
"296506893","","ANN","/ANN-CLI/le client ne veut plus la fibre","","\\Client possede une remonter facade .  Cheminement explique au client . Fourreau aiguiller et tester ok jusqu'au PB .   Client veut l'accord de son epouse pour le cable apparant en facade . Reponse du client avant samedi ( deplacement la femme absente ce jour )\$GM$ RV\\Obtenu clt au  0681527575  le 05/05 repris rdv le08/05 a  partir 10h00 $APEP$\\"
"223448735","","","","",""
"223447699","","TVC","/GEM//DAE NA/Non eligible au DAE Pas d autorisation pour percer 2 trou a faire","","\\"
"223442056","","","","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.",""
"297780638","","","","",""
"297780755","","TVC","/ANN//Le client a prefere d annuler car il a obliger de trancher pour changer le passage en Soutterrain car le passage en Aerien impossible chez lui a cause de longeur et les arbres partours et aussi il a pas une ligne telephonique .../DAE N","","\\"
"296406366","","DMS","/DMS/#PTO_non existante#/Pose c cble 90m fo aerien Pto dans le salon Delc OK $XXXXXX@XXX.XX$/DAE OK/","","\"
"298637342","","","","",""
"297084832","","DMS","/DMS/#PTO_non existante#/Installation complete en immeuble /DAE OK/","","\"
"298637580","","","","",""
"296270967","","DMS","installation complete ok en aerien","","\"
"299180866","","DMS","/DMS/#PTO_non existante#/Raccordement soutirain ok Pbo ok Pto ok pm ok/DAE OK/","","\"
"297583285","","DMS","/DMS/#PTO_non existante#/DAE OK/. Prod en aerien 95m ok. Pto bureau vu avec client. Tout est fonctionnel","","\\$GM$ rdv repris avec le client le 3/05/2022 a 13h\"
"223449631","","DMS","/DMS/#PTO_existante#-#Malfacon PLP non detectee#-/Plp immeuble. Installation conforme. Delc ok. Passage de la jarretiere au PMI. Bloc operateur connecteur 04 Decharge J816000/DAE OK/","","\"
"299340998","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Plp box ok J781221/DAE OK/","","\\ $GM$ LO Un rdv a ete repris par le technicien pour le 11/04   a 10H $APAF$  /GEM/#LITIGE: MC-Besoin binome ou materiel#/Besoin bin  me et de 2 gardes fou. Sous Marin a poser et un c cble a passer entre 2 chambres. Rdv avec le client repris pour le mardi 11 possible a partir de 8h. /DAE NA/Non   ligible au DAE\\$gm$ ai / besoin commentaire / client dit que vous avez passer\\$GM$OT EN COURS\$GM$ LO  Laisse MEVO au   0678153034 le  17/04  a 14h56 pour reprendre nouveau RDV / $APAF$ / besoin commentaire / client dit que vous avez passer\$GM$ RV Obtenu client le 18/04 a 16h57 sur le 0645163290. Rdv repris pour le 03/05 a partir de 14h. $APSP$\"
"299173021","","DMS","/DMS/#PTO_non existante#/Passage de c cble souterrain 150m tire Test ok Tube violet fibre blanche Decharge : A651055/DAE OK/","","\"
"296617336","","DMS","/DMS/#PTO_non existante#/C cble passer en aerien Jr poser dans pm test OK pto installer a la demande du client /DAE OK/","","\"
"299173024","","DMS","/DMS/#PTO_non existante#/Raccordement soutirain ok Pbo ok Pm ok Code decharge (A656468)/DAE OK/","","\"
"297080518","","DMS","/DMS/#PTO_non existante#/Tout est ok/DAE OK/","","\"
"296250268","","DMS","/DMS/#PTO_non existante#/Pose jrtr a la pm 100 m pose pto delc ok mise en service/DAE JU/Le client a voulais branchee sa box directement","","\"
"223449708","","DMS","/DMS/#PTO_non existante#/Installation aerien complete complexe ok PTO pos dans le salon a la demande de client /DAE OK/","","\"
"298745791","","","","",""
"223468123","","DMS","/DMS/#PTO_non existante#/Raccordement ok passage de cable en aerien ok test delc ok decharge 0223468233/DAE OK/photo voir piece jointe","","\"
"298254017","","","","",""
"299173028","","DMS","/DMS/#PTO_non existante#/Raccordement soutirain ok prise pose dans le sejour Pto ok Pbo ok pm ok/DAE OK/","","\"
"297781221","","DMS","/DMS/#PTO_non existante#/Idir ok 150m de c cble en aerien Pto pos dans le salon a la demande du client Valeur pm-19 Valeur pto -20/DAE OK/","","\"
"296240731","","","","",""
"297814885","","DMS","/DMS/#PTO_non existante#/Intervention termine prise installer dans le salon a la demande de client passage de cable 150m en souterrain et gaine technique /DAE OK/","","\\$GM$ INTERVENTION EN COURS LE 15/04\$GM$ LO Laisse MEVO le 17/04 pour reprendre nouveau RDV / $APSM$ manque de temps  Client injoignable pour reprendre rdv on tombe directement sur messagerie \$GM$ RV\\Obtenu clt au 0617810125   le 21/04 repris rdv le 29/04 a  partir 10h00 $APEP$ \"
"296148799","","DMS","/DMS/#PTO_non existante#/1pavillon aerien 120m 1fo/DAE OK/","","\"
"299173263","","DMS","Installation conforme passage de cables en souterrain passant par un regard tout est fonctionnel chez le client","","\"
"298535450","","","","",""
"223088105","","DMS","/DMS/#PTO_non existante#/Installation de la fibre optique dans le salon a la demande de client contr le qualit effectu /DAE OK/","","\"
"297706989","","","","",""
"296617356","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Reprise plp /DAE OK/","","\"
"297781339","","DMS","/DMS/#PTO_non existante#/D echanger J 860972 Pb pt001505 tube violete fibre violet Pm 001196 porte g#f04 porte d#l05/DAE OK/","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\"
"297242199","","DMS","/DMS/#PTO_non existante#/Raccordement aerien  300 m de cables. Le client a la prise optique la o il la souhaite code d charge mutation A658545 crioc bug/DAE OK/","","\\$GM$client injoignable msg laisse pour reprise de rdv  AM \$GM$client injoignable msg laisse pour reprise de rdv  AM \$GM$rdv repris pour le 04/05 a partir de 19h00 AM\"
"299163955","","DMS","/DMS/#PTO_non existante#/Essaie ont test brassage au PM de la roue installation pavillon non existant tirage donnees branchement en souterrain utilisation Toure monofibres ot conforme pose pto/DAE OK/","","\"
"296612941","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Route optique ok jrtor changer au pm /DAE OK/","","\\$GM$intrvention faite par Habib // a cloture le 05/05 car la cliente a debrancher la box  AM\"
"298097205","","DMS","/DMS/#PTO_non existante#/Tout fonctionne bien chez le client /DAE OK/","","\\$GM$ INTERVENTION EN COURS \"
"296461049","","DMS","/DMS/#PTO_non existante#/Raccordement aerien 100m la cliente a la prise optique la ou il la souhaite /DAE OK/","","\"
"296145494","","","","",""
"298252701","","","","",""
"298301822","","DMS","/DMS//#PTO_existante#-#Malfacon PLP non detectee#/Ok//DAE OK/","",""
"296617139","","DMS","/DMS/#PTO_non existante#/C cble passer en aerien Jr poser dans pm test OK pto installer a la demande du client /DAE OK/","","\"
"299163956","","DMS","/DMS/#PTO_non existante#/Pose jrt a la pm+pose de 90 m de fibre pose pto+test ok /DAE OK/","","\"
"299200239","","DMS","PT 999973/Porte Droite/Tete#04/C06/DMS/#PTO_non existante#/Mise en service 150m en aerien mut fibre PT 999973/Porte Droite/Tete#04/C06 pose pto au s jour test delc ok /DAE OK/","","\"
"297086755","","","","",""
"296949905","","DMS","/DMS/#PTO_non existante#/$XXXXXX@XXX.XX$ 1 pavillon aerien 1 fo 60m /DAE OK/","","\"
"299593261","","","","",""
"299776384","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Plp box ok code de decharge J792994/DAE OK/","","\"
"297707176","","","","",""
"299271710","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Pb 10657 tube rouge tiret 2 fibre bleu au RDC FI-7450-0702 Decharge J811880 plp immeubles delc ok branchement de la jarretiere au pm installation conforme appartement cliente au RDC/DAE OK/","","\"
"223372185","","DMS","/DMS/#PTO_non existante#/Installation complete pavillon en souterrain OK Bug crioc photos en pi ces jointes OK /DAE OK/","","\"
"298254098","","","","",""
"299004557","","DMS","/DMS/#PTO_non existante#/Installation complete pavillon ok/DAE OK/","","\"
"298254099","","DMS","/DMS/#PTO_non existante#/Passer jrt au pm Pose 80 m c cble 1fo Pose pto/DAE OK/","","\"
"296365866","","","","",""
"297781637","","","","",""
"298745792","","","","",""
"299347099","","DMS","Passage de cable 30m // box ok","","\"
"298252704","","DMS","/DMS/#PTO_existante#-#Malfacon PLP detectee#-#Cheminement#-/Reprise pto pose jrt au pm delc ok.decalage au pm ok au pb tube rouge fibre bleue au pm tete 4 D02 au lieu de tete 4 J2 inversion des deux slots vu avec Me Chaima GTC pour mise a jour demande effectuee /DAE OK/","","\"
"297080637","","DMS","/DMS/#PTO_non existante#/Intervention ok   passage de c cble en aero souterrain pto au sellier vu avec le client /DAE OK/","","\"
"298474990","","DMS","/DMS/#PTO_existante#-#Malfacon PLP non detectee#-/Reprise pto pose jrt au pm delc ok /DAE OK/","","\"
"299211151","","DMS","/DMS/#PTO_non existante#/Ont ok pto ok test ok 50m fa ade /DAE OK/","","\"
"296721549","","DMS","/DMS/#PTO_non existante#/100 mt pose prise optique dans baie brassage Dlc ok/DAE OK/","","\"
"298530720","","DMS","/DMS/#PTO_non existante#/Passage de c cble en aerosouterrain fa  ade 150m ok  pose pto salon ok test delc ok inter ok /DAE OK/","","\\$GM$  INTERVENTION EN COURS\$GM$ RDV REPRIS AVEC MR LE 28/004 ENTRE 8H ET 11H \$GM$ RDV REPRIS AVEC MR LE 09/05 ENTRE 10H ET 13H\$GM$ INTERVENTION EN COURS \"
"299004677","","DMS","/DMS/#PTO_non existante#/Installation pavillon complete ok Passage de c cble souterrain ok/DAE OK/","","\"
"296720446","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Cliet brancher sur PT 006763 Tube rouge fibre verte Num ro de d charge J715430/DAE OK/","","\"
"297080645","","DMS","","","\\$GM$ Le client se refuse de convenir un rdv $APAF$  TECH EN PANNE //// APPEL CLIENT INJOIGNABLE POUR REPRISE RDV MEMO LAISSEE \$GM$ Obtenu M. guillemot au 0682550489 le 03/05 a 15h42   repris RDV le 09/05 entre 10h   14h / $APTE$\"
"297080766","","DMS","/DMS/#PTO_non existante#/Raccordement client ok pose PTO ok route obtique ok tictage ok delc ok probleme nationale avec crioc photo voir dans praxedo /DAE OK/","","\"
"298072484","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Pose jrt au pmz Tout ok chez client /DAE OK/","","\"
"299560847","","","","",""
"296311858","","","","",""
"297081606","","DMS","/DMS/#PTO_non existante#/Installation complete en aerien Passage de c cble en a rien Pto au bureau vu avec le client /DAE OK/","","\"
"297081604","","","","",""
"297081607","","DMS","/DMS/#PTO_non existante#/Installation complete en souterrain /DAE OK/","","\"
"223251191","","DMS","/DMS/#PTO_non existante#/Raccordement en aerien OK  ONT OK/DAE OK/","","\"
"299005517","","DMS","/DMS/#PTO_non existante#/Raccordement soutirain ok Pbo ok Pm ok Ro ok /DAE OK/","","\"
"299341044","","TVC","/ $GM$ CP impossible laisse mevo au 0774711722 le 12/04 a 18h30 pour reprendre nouveau RDV des TVC fini / $APAF$ GEM//Appartement refait a neuf mais plus aucune gaines. Passage en apparent necessaire mais necessite autorisation de ne","","\\/ $GM$ CP  impossible laisse  mevo  au  0774711722 le  12/04 a 18h30 pour reprendre nouveau RDV des TVC fini / $APAF$   GEM/#LITIGE: AV-Demande autorisation au voisinage#/Appartement refait a neuf mais plus aucune gaines. Passage en apparent necessaire mais necessite autorisation de neotoa car partie commune r3faite   \\"
