"CODE INTERVENTION","No DESIGNATION","No INTERVENTION","COMMENTAIRE DE SIG","CODE RELEVE","COMMENTAIRE","BLOC NOTE","COMMLITIGEPIDI"
"IQPFTH","223304610","22738912","","TVC","Obtenu client au 0682966629 le 10/05 a 10:05  elle informe qu elle ne vas pas faire les TVC $APHB$","","\\$GM$ LO  Laisse MEVO au  0682966629 le  17/04  a 10h13 pour reprendre nouveau RDV / $APAF$ \$GM$ Obtenu Mme Girre le Gouil au 0682966629 le 20/04 a 15h31   repris RDV le 28/04 entre 08h   12h / $APTE$\$GM$ CP Obtenu cliente le 28/04  Le client a bien compris les travaux a realiser et nous recontactera pour reprendre rdv des travaux finis.$APSM$Le client doit pose une nouvelle gaine pour passe le cable chez lui\\"
"IQPFTH","296148697","22806049","","DMS","/DMS/#PTO_non existante#/Pavillon souterrain 80m 1fo pose pto /DAE OK/","","\"
"IQPFTH","299175754","22806066","","DMS","/DMS/#PTO_non existante#/Installation aerienne ok test e ok /DAE JU/Mise a jour","","\"
"IQCFTH","297675409","22806067","","","","",""
"IQPFTH","298749504","22806072","","","","",""
"IQLFTH","296864167","22671817","","DMS","/DMS/#PTO_non existante#/Appartement 30m 1fo pose pto Crioc HS /DAE OK/","","\\$GM$ Obtenu clt le 24/03  a   rdv repris pour le31/03  a partir de 08h $APSP$\$GM$ client contacte rdv repris pour le 17/04 a partir de 08h00  dispo que le matin a 08h00 AM\$GM$ Laisse MEVO au 0684774435 le 18/04 12h30 pour reprise de RDV $APMJ$\$GM$ Rv\\Obtenu clt au0684774435 le 18/04 repris rdv le 28/04 a  partir 10h00 $APEP$\$gm$obtenu cliente et technicien rdv le 02/05 08h/ \"
"IQPFTH","297055296","22738961","","DMS","/DMS/#PTO_non existante#/Farid ok 1fo  100m  AEROSOUTERRAIN  PTO posee dans le salon a la demande de client val pm-18 val pto-20  cqe ok /DAE OK/","","\\RDV repris pour le 05/05 a partir de 8h\$GM$ Obtenu clt le 03/05 au 0297568909 repris rdv le 09/05 a partir de 10h $APIL$\$GM$ TH Laisse mevo le 05/05 a 16h20 sur le 0648394807 pour confirmer RDV au 08/05 a partir de 10h  selon reponse SMS $APSP$ \"
"IQSFTH","298254197","22806092","","ANN","/ANN-CLI//ANN//Annulation de la commande de la part du client qui avait deja appel plusieurs fois orange/DAE NA/Non ligible au DAE","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\\"
"IQPFTH","298250826","22739010","","DMS","/DMS/#PTO_non existante#/Pose 60m fo pose pto test ok livebox ok $XXXXXX@XXX.XX$ Crioc probleme technique mobi/DAE OK/","","\\$GM$ CP  laisse  mevo  au  0626203430 le  25/04 a 15H44 pour reprendre nouveau RDV des TVC fini / $APAF$  Tvc car gaine inaccessible derriere placo client va faire le necessaire et reprendre rdv laisser numero ca constructel \//// CLIENTE NE FERA PAS TRAVAUX POUR PASSAGE EN SOUTERRAIN  VEUT INSTALLATION EN AERIEN ////  $GM$ lo 26/04 8h16 suite au rappel de Mme TROMEUR 0626203430  rdv repris 02/05 apres-midi <14h30 et 18h> $apib$\"
"IQLFTH","297351787","22739034","","TVC","Apres plusieurs relances pas de retour client doit recontacter son OPT $APMB$ $GM$ AB /GEM//Client indisponible aujourd hui il rappelle Orange pour reprise RDV/DAE NA/Non eligible au DAE","","\\$GM$ AB /GEM/#LITIGE: AB-Client absent#/Client indisponible aujourd'hui il rappelle Orange pour reprise RDV/DAE NA/Non eligible au DAE\\"
"IQPFTH","298754633","22739054","","RMF","Obtenu client le 08/05 qui informe qu il n a plus aucne dispo. Recontactera son OPT vers Juin/Juillet. $APMS$ $GM$ LO Laisse MEVO au 0604442807 le 05/05 a 16h07 pour reprendre nouveau RDV / $APAF$","","\\$GM$ LO  Laisse MEVO au  0604442807 le  21/04  a 16h37 pour reprendre nouveau RDV / $APAF$ \$GM$ TH Obtenu client le 26/04 a 16h02 sur le 0604442807. Rdv repris pour le 05/05 a partir de 14h. $APSP$\$GM$ LO  Laisse MEVO au  0604442807 le  05/05  a 16h07 pour reprendre nouveau RDV / $APAF$ \"
"IQPFTH","296554792","22739079","","DMS","/DMS/#PTO_non existante#/Pose jrtor a la PM 80m c cble fibre optique Pose pto delc ok /DAE OK/","","\\$GM$ CP Laisse mevo pour reprendre nouveau RDV des TVC fini $APAB$  /GEM/#LITIGE: DR-Probleme de Regard#/Client doit retrouver son regard il recontactera orange de que travaux seront realis  s /DAE NA/Non   ligible au DAE\$GM$ client obtenu le 25/04/2023  RDV confirme le 26/04/2023  ke\$GM$ en cours\/$GM$ LO  Laisse MEVO au  0672523374 le  29/04 a 12h57 pour reprendre nouveau RDV / $APAF$ GEM/#LITIGE: AB-Client absent#/Le client m'a dit qu'il avais annule le rdv car travaux non faites/DAE NA/Non   ligible au DAE\$GM$ LO a reprendre  Obtenu clt le 03/05  a   rdv repris pour le 05/05  a partir de 10h $APle$\\$GM$ clt obtenu pour reprise de rdv le 10/05 a partir de 10h \"
"IQPFTH","299558138","22739125","","DMS","$XXXXXX@XXX.XX$ Touret 150m aerien pto salon internet ok /DMS/#PTO_non existante#/DAE OK/","","\\$GM$ clt obtenu le 12/04/2023 a 11h00 au 0664111197 pour reprise de rdv le 01/05/2023 a partir de 18h00       HA*\$GM$ clt obtenu le 02/05/2023 a 12h00 au 0664111197 pour reprise de rdv le 09/05/2023 a partir de 10h00         HA*\"
"IQPFTH","297055368","22739139","","DMS","/DMS/#PTO_non existante#/Farid ok 1fo  100m  A RIEN Pto posee dans le salon a la demande de client val pm-18 val pto-20 cqe ok /DAE OK/","","\\$GM$ Un rdv a ete repris par le technicien pour le 14/04 a partir de 10h00 $APSP$  /GEM/#LITIGE: MC-Besoin nacelle#/Rendez vous repris le 14/04/2023/DAE NA/Non eligible au DAE\$GM$ Laisse mevo au 0630846671le 14/4  a pour reprendre nouveau RDV des TVC fini / $APSP$ /GEM/#LITIGE: DR-Probleme de Regard#/Le client il va d  gager la trape .../DAE NA/Non eligible au DAE\$GM$ Laisse mevo au 0630846671le 14/4  a pour reprendre nouveau RDV des TVC fini / $APSP$ /GEM/#LITIGE: DR-Probleme de Regard#/Le client il va d  gager la trape .../DAE NA/Non eligible au DAE\$GM$ Obtenu clt le 05/05 au  0630846671 repris rdv le 08/05 a partir de 10h $APIL$\"
"IQPFTH","297499768","22739157","","DMS","/DMS/#PTO_non existante#/Installation complete ok Pto pose ok/DAE OK/","","\\$GM$ client obtenu le 17/04  rdv confirme le 29/04 a partir de 8H ke \"
"IQPFTH","223447913","22739219","","DMS","Racc souterrain 80m tout service pto installer au salon client satisfait","","\\$GM$ CP  laisse  mevo  au 0630203875 le  19/04 a 18h30 pour reprendre nouveau RDV des TVC fini / $APAF$  Client doit passer une nouvelle gaine \$GM$ CP Suite appel cliente le 02/05 11h30  pris RDV le 5/05 entre 1 4et 18h $APMJ$\"
"IQPFTH","223447917","22739222","","TVC","$GM$ CP Laisse mevo pour reprendre nouveau RDV des TVC fini $APAB$ /GEM//C est une maison qui a t r nov e et elle dispose de plusieurs appartements l arriv e principale passe chez le voisin a la bonne de trouver son arriv e c","","\\$GM$ CP Laisse mevo pour reprendre nouveau RDV des TVC fini $APAB$  /GEM/#LITIGE: DM-Deplacer du mobilier pour lib  rer l'acces#/C'est une maison qui a   t   r  nov  e et elle dispose de plusieurs appartements l'arriv  e principale passe chez le voisin a la bonne de trouver son arriv  e chez son voisin et reprendre ren\\"
"IQPFTH","299170272","22672116","","DMS","/DMS/#PTO_non existante#/Installation aerien complete complexe ok PTO pose dans le garage a la demande de client /DAE OK/","","\\Obtenu clt le 11/04  a  pour reprendre nouveau RDV des TVC fini $APle$  /GEM/#LITIGE: DR-Probleme de Regard#-#LITIGE: CP-Travaux sur conduite privative#-/Gaine bouche en propri  t   priv  e clt doit r  parer la gaine pour faciliter le tirage du c cble /DAE NA/Non   ligible au DAE\$GM$ RV// Obtenu client au 0632338944 le 05/05  a 12:43  RDV repris pour le 08/05 a partir de 10:00 $APHB$\$GM$ LO  Laisse MEVO au 0632338944 le  09/05  a 10h59 pour reprendre nouveau RDV / $APAF$ /GEM/#LITIGE: DR-Probleme de Regard#-#LITIGE: CP-Travaux sur conduite privative#-/Gaine bouche en propri  t   priv  e clt doit r  parer la gaine pour faciliter le tirage du c cble /DAE NA/Non   ligible au DAE\"
"IQPFTH","298535882","22739269","","DMS","/DMS/#PTO_non existante#/Pavillon aero fa ade 50 metres fibre  pto bureau kit 30 m tres ptio tableau electrique $XXXXXX@XXX.XX$/DAE OK/","","\\$GM$ LO Rendez-vous repris avec la cliente pour le jeudi 13 avril 15h\$gm$laisse mevo au client pour fixer rdv//\$gm$obtenu cliente sur son tel le 13/04 rdv repris le 04/05 13h/ imperatif/ plusieurs reports \"
"IQLFTH","223447740","22806464","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/DAE OK/ Raccordement pm tout est ok","","\"
"IQSFTH","296149301","22806478","","DMS","/DMS/#PTO_non existante#/Maison individuelle cable aerien 180 M 1 fo pmz ok /DAE OK/","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\\$gm$ obtenu client et technicien  rdv repris le 11/05 heure a confirmer avec client//\"
"IQPFTH","223464066","22806481","","DMS","/DMS/#PTO_non existante#/Installation realis   tout est fonctionnel  passage de 50 metre de c cble en souterrain  PTO pos e dans la salle a la demande du client/DAE OK/","","\\$GM$ LO  Laisse MEVO au  0768341876 le  02/05  a 16h58 pour reprendre nouveau RDV / $APAF$ \$GM$ Obtenu clt le 04/05 au  0768341876 repris rdv le 06/05 a partir de 14h $APIL$\"
"IQPFTH","297780394","22806500","","","","",""
"IQSFTH","223442528","22806596","","DMS","/DMS/#PTO_non existante#/Installation complete ok mise en service ok /DAE ERROR/","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\"
"IQPFTH","299002952","22806672","","","","",""
"IQLFTH","296149480","22806734","","DMS","/DMS/#PTO_non existante#/Immeuble en apparent 1fo 30m adresse mail $XXXXXX@XXX.XX$/DAE OK/","","\"
"IQPFTH","296612641","22806772","","DMS","/DMS/#PTO_non existante#/PTO installer a la demande de client dans le salon /DAE OK/","","\"
"IQPFTH","223370223","22806774","","DMS","/DMS/#PTO_non existante#/Installation complete pavillon en souterrain passage de c cble en fa ade OK Bug crioc photos en pi ces jointes OK /DAE OK/","","\"
"IQPFTH","296805316","22806783","","DMS","/DMS//#PTO_non existante#/Construction acces ok  150m fibre souterrain impossible de fibre desserte interne  conseil rep wifi 6//DAE OK/","",""
"IQPFTH","296311976","22806799","","","","",""
"IQLFTH","296689828","22538292","","DMS","Pavillon aerien 90 m 1 FO- DAE OK","","\\$gm$obtenu client sur son tel le 23/01 rdv repris le 26/01 08h/10h//\"
"IQPFTH","296615048","22806831","","DMS","/DMS/#PTO_non existante#/PTO installer a la demande de client dans le salon/DAE OK/","","\"
"IQCFTH","297019307","22806895","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Plp ok tout et ok /DAE OK/","","\"
"IQPFTH","299175432","22806909","","DMS","/DMS/#PTO_non existante#/Aerien 2 poteaux Delc ok 120m D charge A658993 tube Vert fibre bleu /DAE OK/","","\"
"IQPFTH","297783548","22806927","","","","",""
"IQPFTH","297706790","22806986","","","","",""
"IQPFTH","296617997","22807012","","","","",""
"IQPFTH","298932889","22807014","","ORT","VU AVEC P.GUILLOU. DOSSIER A REVOIR/CLOTURE ORT","",""
"IQPFTH","296418579","22807015","","","","",""
"IQPFTH","298934296","22807033","","DMS","/DMS/#PTO_non existante#/Passer jrt au pm Pose 2portee c cble 1fo Pose pto /DAE OK/","","\"
"IQPFTH","297706797","22807052","","","","",""
"IQPFTH","297583856","22807064","","DMS","/DMS/#PTO_non existante#/Mohand ok raccordement pavillon en aerien pto pos au salon a la demande du client val pm-17 Val pto-18 delc ok /DAE OK/","","\"
"IQPFTH","296149422","22807106","","DMS","/DMS/#PTO_non existante#/Raccordement aerien  150 m de table  la cliente a la prise optique  l o elle la??a souhait /DAE OK/Gaspard bug","","\"
"IQCFTH","299772856","22807108","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Mise en service OK Box ok /DAE KO/Box ok","","\"
"IQPFTH","296851083","22740001","","DMS","/DMS/#PTO_non existante#/Pose jrtor a pm + 50m de c cble fibre + pto + delc ok mise en service /DAE OK/","","\"
"IQPFTH","296856808","22807135","","DMS","/DMS/#PTO_non existante#/Installation realis en aerean 60m de c cble pto dans le Salon a la demande de client /DAE OK/","","\"
"IQPFTH","298748889","22807171","","DMS","/DMS/#PTO_non existante#/Raccordement pavillon ok. Passage de c ? cble en aerien. Pto installer dans le salon a la demande du client. Valeur pm-19 valeur pro-20min test delec ko suit au passage d c ? ?un technicien SFR /DAE KO/Ras","","\"
"IQPFTH","299206412","22807198","","DMS","/DMS/#PTO_non existante#/Passage de c cble en souterrain pto pose dans le salon /DAE OK/","","\"
"IQPFTH","296827554","22807208","","","","",""
"IQCFTH","299003927","22807233","","","","",""
"IQPFTH","297812329","22807237","","PBC","/PBC-KO-LUM/CAC=Oui#GPS=#DN=Vu avec Marwa de la GTC#PBR=PT 001446#PBG=#PBD=Appui Orange#PBT=Rouge#PBF=Vert#PBX=Oui#PM=PT 000262#PMR=#PMB=Slot#01/I03/PBC//Vu avec Marwa de la GTC/DAE NA/Non ? ligible au DAE","","\\"
"IQPFTH","296144812","22807267","","DMS","/DMS/#PTO_non existante#/Pavillons souterrain 80m 1fo pose PTO /DAE OK/","","\"
"IQPFTH","223086698","22673022","","DMS","/DMS/#PTO_non existante#/Installation souterrain complete OK PTO pose dans le salon a la demande de client /DAE JU/Mise a jour","","\\$GM$ CP Envoye SMS au 06 22/03   a 18h30 pour reprendre nouveau RDV des TVC fini $APAB$  /GEM/#LITIGE: CP-Travaux sur conduite privative#/L'arrivee principale de l'abonn   et cimentier et le coffret   lectrique ya un point relais de la maison ou regard qui d  borde sur la route pour pouvoir tirer la fibre l'abonne souh\$GM$ CP Envoye SMS au 06 22/03   a 18h30 pour reprendre nouveau RDV des TVC fini $APAB$  /GEM/#LITIGE: CP-Travaux sur conduite privative#/L'arrivee principale de l'abonn   et cimentier et le coffret   lectrique ya un point relais de la maison ou regard qui d  borde sur la route pour pouvoir tirer la fibre l'abonne souh\$GM$Rv\Obtenu clt au 0672824765   le 21/04 repris rdv le 03/05 a  partir 10h00 $APEP$ \$GM$Obtenu clt au  0672824765   le 27/04  rdv avance au  29/04 a  partir 10h $APAN$\"
"IQCFTH","297454811","22807286","","DMS","/MAJ/#PTO_existante#-#Malfa on PLP non detect e#-/Installation OK /#CRI-FTTH#PB=2135/DPB=Immeuble apparent/TU=ROU/CO=BLA/PT=Slot4 c 06/DE=J873077/#FIN#/DAE OK/","","\"
"IQPFTH","299208860","22807298","","DMS","/DMS/#PTO_non existante#/Tirage de 60 metre de fibre pose PTO brassage PM /DAE OK/","","\"
"IQPFTH","296149786","22807316","","DMS","/DMS/#PTO_non existante#/1pavillon aerien 100m 1fo/DAE OK/","","\"
"IQPFTH","299559802","22807324","","DMS","/DMS/#PTO_non existante#/Installation complete pavillon ok/DAE OK/","","\\$GM$ LO / rdv pris par ccoi le 06/05 a 09h $apaf$ \"
"IQPFTH","298423445","22807329","","DMS","/DMS/#PTO_non existante#/Pose jrt au pmz Pose 100m de fo Pose pto Tout ok chez client/DAE OK/","","\"
"IQPFTH","299708103","22740200","","DMS","/DMS/#PTO_non existante#/Intervention ok   passage de c cble en souterrain pto au salon vu avec le client (Probleme mobi photos ins re en pi ces jointes) /DAE OK/","","\"
"IQPFTH","223633578","22807334","","","","",""
"IQLFTH","299349001","22807381","","","","",""
"IQLFTH","299777081","22807386","","","","",""
"IQPFTH","296551993","22740297","","DMS","/DMS/#PTO_non existante#/Passege cable en sous terrain pose prise PTO au choix de client brassage pm Test OK /DAE OK/","","\\$GM$ CP Laisse mevo le 14/04  pour reprendre nouveau RDV des TVC fini  $APSM$ GEM/#LITIGE: DR-Probleme de Regard#/Regard de client et enterre il va voir avec un   lectricien pour trouver une solution et il recontactera orange de que travaux seront r  alis  s/DAE NA/Non   ligible au DAE\$GM$ Suite rappel client ce jour Mr Champain le 24/04 a 16h55 prise de rdv le 27/04 en marge matin a partir de 10h \"
"IQPFTH","296942991","22807453","","DMS","/DMS/#PTO_non existante#/DAE JU/Dossier fini  passage cable de chambre au client avec succes","","\\$GM$ CP  laisse  mevo  au 0683447837 le  05/05 a 18h30 pour reprendre nouveau RDV des TVC fini / $APAF$  Client doit localiser point de blocage sur la partie privative. Gaine ecrase ? Client contact CA des que le necessaire est effectue.\$GM$ RV Obtenu Client le 05/05 repris RDV le 10/05 a 08h / $APSM$* \"
"IQPFTH","299147092","22807465","","","","",""
"IQPFTH","297933065","22807467","","","","",""
"IQPFTH","297454931","22807474","","DMS","/DMS/#PTO_non existante#/DAE OK/ pose pto bureau a la demande du client test delc ok  cim ok","","\"
"IQLFTH","299565288","22606104","","","","",""
"IQPFTH","296612761","22807517","","DMS","/DMS/#PTO_non existante#/Passage de c cble en souterrain pose prise PTO au choix du client brassage pm test ok /DAE OK/","","\"
"IQPFTH","298938032","22807522","","","","",""
"IQPFTH","299006050","22807530","","","","",""
"IQPFTH","299555647","22807534","","DMS","/DMS/#PTO_non existante#/DAE OK/ Passage de cable en gaine soudure au pb raccordement pm tout est ok","","\"
"IQPFTH","296839993","22740415","","DMS","/DMS/#PTO_non existante#/50m de cable en facade./DAE OK/","","\\Rdv repris avec le client pour le 05 05 23 a 13 h 30 et besoin nacelle \"
"IQCFTH","299200751","22807553","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Route optique ok positions ok delc ok passage de jarretiere a la pm /DAE OK/","","\"
"IQPFTH","296615373","22807567","","DMS","/DMS/#PTO_non existante#/120m c cble aerien Pto sous escalier /DAE OK/","","\"
"IQPFTH","297451938","22807594","","","","",""
"IQPFTH","296410670","22807604","","DMS","/DMS/#PTO_non existante#/Mise en service 250m en aerien pose pto au sejour installation equipement a la demande de l abonne test delc ok /DAE OK/","","\"
